dateindex,date,date_integer,AG,AR,AI,BL,BS,BE,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SZ,SO,TI,TG,UR,VD,VS,ZG,ZH
2016-06-20,2016-06-20,295,18.0,51.0,,20.0,15.0,21.0,,2.0,,21.0,,6.0,,,100.0,28.0,35.0,20.0,32.0,,29.0,,4.0,8.0,24.0,13.0
2016-06-21,2016-06-21,296,37.0,,,11.0,25.0,19.0,13.0,,100.0,24.0,,28.0,,75.0,,29.0,76.0,45.0,18.0,,34.0,,3.0,9.0,13.0,21.0
2016-06-22,2016-06-22,297,40.0,87.0,,36.0,28.0,16.0,12.0,7.0,,16.0,,27.0,,100.0,,36.0,54.0,,30.0,,18.0,,,12.0,28.0,21.0
2016-06-23,2016-06-23,298,20.0,100.0,,24.0,18.0,16.0,13.0,5.0,,17.0,,27.0,,,,32.0,62.0,32.0,20.0,8.0,39.0,,3.0,,20.0,17.0
2016-06-24,2016-06-24,299,21.0,81.0,,38.0,19.0,17.0,9.0,,,12.0,,16.0,,74.0,100.0,30.0,,25.0,19.0,6.0,13.0,,4.0,,15.0,11.0
2016-06-25,2016-06-25,300,10.0,84.0,,12.0,10.0,18.0,9.0,,100.0,12.0,,16.0,,81.0,,19.0,,,17.0,,40.0,,,,18.0,8.0
2016-06-26,2016-06-26,301,21.0,65.0,,11.0,9.0,24.0,7.0,2.0,,18.0,,25.0,,,,19.0,33.0,,14.0,,21.0,100.0,,7.0,14.0,13.0
2016-06-27,2016-06-27,302,4.0,,,5.0,6.0,5.0,,1.0,100.0,12.0,,3.0,,,32.0,9.0,18.0,11.0,6.0,2.0,6.0,,1.0,3.0,12.0,5.0
2016-06-28,2016-06-28,303,6.0,52.0,100.0,7.0,5.0,4.0,3.0,1.0,43.0,10.0,18.0,5.0,,23.0,,8.0,13.0,8.0,12.0,,9.0,,,,10.0,6.0
2016-06-29,2016-06-29,304,12.0,,,16.0,21.0,11.0,7.0,2.0,100.0,19.0,,24.0,,,83.0,20.0,31.0,26.0,10.0,,20.0,,5.0,,11.0,10.0
2016-06-30,2016-06-30,305,48.0,,,53.0,21.0,25.0,,4.0,,56.0,,39.0,,100.0,,22.0,63.0,91.0,30.0,,31.0,,3.0,,22.0,27.0
2016-07-01,2016-07-01,306,70.0,,,73.0,29.0,36.0,41.0,,,81.0,,60.0,,,,91.0,,,40.0,,56.0,,19.0,,100.0,52.0
2016-07-02,2016-07-02,307,16.0,74.0,,10.0,9.0,7.0,7.0,4.0,100.0,19.0,,15.0,,54.0,,13.0,34.0,36.0,7.0,,21.0,90.0,,,20.0,9.0
2016-07-03,2016-07-03,308,45.0,100.0,,26.0,19.0,23.0,,6.0,,24.0,,26.0,,,,30.0,49.0,,12.0,,46.0,,3.0,,36.0,19.0
2016-07-04,2016-07-04,309,7.0,25.0,100.0,10.0,6.0,6.0,3.0,2.0,40.0,9.0,,8.0,5.0,28.0,,12.0,16.0,12.0,5.0,2.0,19.0,64.0,2.0,,13.0,5.0
2016-07-05,2016-07-05,310,28.0,100.0,,26.0,22.0,28.0,37.0,3.0,,16.0,,22.0,,96.0,,16.0,55.0,46.0,38.0,,18.0,,,12.0,20.0,24.0
2016-07-06,2016-07-06,311,25.0,,,37.0,37.0,17.0,,4.0,,27.0,,38.0,,100.0,,23.0,,33.0,27.0,9.0,19.0,,,,45.0,26.0
2016-07-07,2016-07-07,312,3,,100,2,1,2,3,,,2,,4,,13,,2,8,,2,,2,,<1,3,4,2
2016-07-08,2016-07-08,313,43.0,,,27.0,15.0,26.0,21.0,21.0,,100.0,,59.0,,,,43.0,,52.0,52.0,,60.0,,5.0,,32.0,25.0
2016-07-09,2016-07-09,314,23.0,,,13.0,17.0,14.0,10.0,3.0,100.0,11.0,,10.0,,85.0,,8.0,39.0,24.0,18.0,,13.0,,2.0,7.0,,9.0
2016-07-10,2016-07-10,315,6.0,81.0,,25.0,11.0,17.0,8.0,3.0,,11.0,100.0,9.0,,,,18.0,,21.0,17.0,,12.0,,5.0,8.0,26.0,14.0
2016-07-11,2016-07-11,316,12.0,,,12.0,22.0,16.0,,7.0,,16.0,,25.0,,65.0,100.0,23.0,76.0,22.0,13.0,,26.0,,4.0,,27.0,18.0
2016-07-12,2016-07-12,317,19.0,72.0,,16.0,12.0,21.0,,2.0,95.0,25.0,,21.0,,,,24.0,36.0,,26.0,17.0,18.0,100.0,3.0,8.0,26.0,15.0
2016-07-13,2016-07-13,318,24.0,,,33.0,13.0,20.0,11.0,3.0,,51.0,,33.0,15.0,,,23.0,,27.0,21.0,,37.0,100.0,4.0,10.0,25.0,23.0
2016-07-14,2016-07-14,319,17.0,75.0,,11.0,8.0,14.0,17.0,4.0,100.0,37.0,,33.0,,,,19.0,35.0,41.0,13.0,6.0,39.0,,2.0,8.0,27.0,13.0
2016-07-15,2016-07-15,320,29.0,,,16.0,24.0,12.0,14.0,7.0,,56.0,,28.0,,100.0,,26.0,,,28.0,,37.0,,3.0,,21.0,14.0
2016-07-16,2016-07-16,321,19.0,,,32.0,21.0,9.0,,,,34.0,,13.0,,,,31.0,,100.0,11.0,,19.0,,,16.0,49.0,10.0
2016-07-17,2016-07-17,322,45.0,,,55.0,12.0,22.0,20.0,6.0,,24.0,,29.0,,,,68.0,100.0,,40.0,14.0,32.0,,,34.0,43.0,19.0
2016-07-18,2016-07-18,323,9.0,53.0,,21.0,5.0,10.0,,2.0,64.0,18.0,,13.0,,100.0,,6.0,29.0,15.0,11.0,3.0,8.0,,1.0,5.0,9.0,9.0
2016-07-19,2016-07-19,324,25.0,,,28.0,14.0,13.0,9.0,2.0,,11.0,,24.0,,,100.0,22.0,42.0,,13.0,,14.0,,2.0,9.0,15.0,16.0
2016-07-20,2016-07-20,325,14.0,100.0,,19.0,7.0,18.0,11.0,5.0,,19.0,67.0,29.0,,86.0,,24.0,46.0,,33.0,6.0,16.0,,,,35.0,17.0
2016-07-21,2016-07-21,326,48.0,,,88.0,63.0,33.0,,12.0,,28.0,,74.0,,,,42.0,,61.0,46.0,15.0,73.0,,9.0,22.0,100.0,34.0
2016-07-22,2016-07-22,327,8.0,,,11.0,14.0,9.0,,2.0,,10.0,,21.0,,63.0,,20.0,38.0,27.0,,5.0,27.0,100.0,4.0,8.0,15.0,9.0
2016-07-23,2016-07-23,328,20.0,,,16.0,18.0,21.0,,10.0,,35.0,,11.0,,,100.0,15.0,50.0,31.0,11.0,7.0,17.0,,,,20.0,14.0
2016-07-24,2016-07-24,329,9.0,,,24.0,16.0,12.0,,,,23.0,,9.0,,55.0,100.0,17.0,32.0,21.0,13.0,5.0,46.0,,5.0,,21.0,8.0
2016-07-25,2016-07-25,330,14.0,,,21.0,9.0,19.0,,,,21.0,,19.0,,64.0,100.0,16.0,61.0,52.0,,6.0,21.0,,2.0,8.0,21.0,14.0
2016-07-26,2016-07-26,331,19.0,100.0,,28.0,19.0,13.0,,3.0,,25.0,,17.0,18.0,76.0,99.0,36.0,54.0,,46.0,,43.0,,,10.0,17.0,23.0
2016-07-27,2016-07-27,332,9.0,,,12.0,7.0,8.0,,1.0,63.0,7.0,,7.0,,,,7.0,20.0,27.0,13.0,3.0,6.0,100.0,1.0,4.0,16.0,9.0
2016-07-28,2016-07-28,333,16.0,,,26.0,15.0,22.0,,5.0,,11.0,,13.0,,,100.0,10.0,,57.0,26.0,6.0,16.0,,3.0,9.0,35.0,19.0
2016-07-29,2016-07-29,334,5.0,34.0,100.0,5.0,7.0,7.0,,3.0,,4.0,,5.0,,27.0,,3.0,41.0,20.0,6.0,2.0,6.0,,,,7.0,4.0
2016-07-30,2016-07-30,335,14.0,,,14.0,7.0,10.0,10.0,,,31.0,,11.0,,79.0,,10.0,,,,,25.0,100.0,3.0,8.0,,9.0
2016-07-31,2016-07-31,336,22.0,100.0,,13.0,27.0,12.0,10.0,3.0,,29.0,,17.0,,,,33.0,,,32.0,7.0,29.0,,3.0,8.0,62.0,15.0
2016-08-01,2016-08-01,337,8.0,,100.0,8.0,4.0,5.0,,2.0,,3.0,,3.0,,,,5.0,22.0,9.0,9.0,,10.0,,,,6.0,4.0
2016-08-02,2016-08-02,338,8.0,100.0,,6.0,7.0,9.0,5.0,1.0,,5.0,,4.0,,,45.0,9.0,31.0,13.0,5.0,3.0,22.0,46.0,2.0,,16.0,8.0
2016-08-03,2016-08-03,339,18.0,,,26.0,19.0,22.0,9.0,,100.0,10.0,,16.0,,62.0,83.0,12.0,,70.0,9.0,,47.0,,2.0,,45.0,12.0
2016-08-04,2016-08-04,340,24.0,64.0,,8.0,18.0,15.0,,2.0,100.0,17.0,39.0,12.0,,60.0,,18.0,32.0,19.0,18.0,,,,4.0,6.0,12.0,12.0
2016-08-05,2016-08-05,341,20.0,,,16.0,22.0,25.0,43.0,8.0,,14.0,,32.0,,100.0,,41.0,,31.0,14.0,9.0,38.0,,,,57.0,19.0
2016-08-06,2016-08-06,342,20.0,,,22.0,18.0,20.0,,,,11.0,,11.0,,,100.0,15.0,,25.0,25.0,,23.0,,4.0,9.0,44.0,13.0
2016-08-07,2016-08-07,343,26.0,100.0,,13.0,24.0,10.0,,7.0,100.0,17.0,,19.0,,,,21.0,43.0,,9.0,15.0,21.0,,,,,14.0
2016-08-08,2016-08-08,344,17.0,,,20.0,17.0,19.0,9.0,9.0,100.0,19.0,,22.0,12.0,65.0,,8.0,,43.0,37.0,12.0,12.0,,2.0,8.0,35.0,15.0
2016-08-09,2016-08-09,345,19.0,,,25.0,17.0,15.0,,4.0,100.0,25.0,,34.0,,,,25.0,34.0,19.0,32.0,6.0,24.0,,2.0,7.0,14.0,11.0
2016-08-10,2016-08-10,346,20.0,76.0,,12.0,20.0,16.0,,3.0,100.0,16.0,,22.0,,69.0,,24.0,39.0,23.0,32.0,,14.0,,5.0,8.0,44.0,17.0
2016-08-11,2016-08-11,347,28.0,73.0,,11.0,16.0,17.0,,6.0,,11.0,,26.0,,79.0,82.0,14.0,44.0,21.0,14.0,,,100.0,,9.0,30.0,10.0
2016-08-12,2016-08-12,348,18.0,,,13.0,34.0,19.0,11.0,3.0,,17.0,,31.0,,,,25.0,,25.0,33.0,,15.0,100.0,,10.0,,12.0
2016-08-13,2016-08-13,349,24.0,78.0,,28.0,14.0,9.0,,5.0,,12.0,,17.0,,91.0,100.0,10.0,,26.0,26.0,,15.0,,,,,8.0
2016-08-14,2016-08-14,350,18.0,,,15.0,10.0,9.0,,2.0,100.0,14.0,,18.0,,,,16.0,48.0,16.0,14.0,,16.0,,,5.0,13.0,9.0
2016-08-15,2016-08-15,351,17.0,,,21.0,18.0,20.0,,3.0,,11.0,,26.0,,,,25.0,80.0,25.0,41.0,8.0,26.0,100.0,2.0,9.0,19.0,16.0
2016-08-16,2016-08-16,352,17.0,,,15.0,22.0,19.0,,3.0,,15.0,,35.0,,,100.0,23.0,34.0,,13.0,6.0,27.0,85.0,2.0,8.0,14.0,11.0
2016-08-17,2016-08-17,353,15.0,60.0,,20.0,9.0,8.0,7.0,,,11.0,,13.0,,100.0,,11.0,,30.0,16.0,5.0,14.0,,2.0,6.0,10.0,13.0
2016-08-18,2016-08-18,354,23.0,,,19.0,23.0,15.0,,8.0,,31.0,,22.0,,,100.0,40.0,70.0,70.0,21.0,,54.0,,3.0,,36.0,16.0
2016-08-19,2016-08-19,355,33.0,,,12.0,10.0,19.0,9.0,2.0,100.0,15.0,,14.0,12.0,,,8.0,83.0,21.0,14.0,6.0,20.0,,2.0,17.0,,15.0
2016-08-20,2016-08-20,356,19.0,100.0,,11.0,30.0,14.0,,5.0,,20.0,,9.0,,,,12.0,37.0,24.0,18.0,6.0,12.0,,3.0,,70.0,13.0
2016-08-21,2016-08-21,357,29.0,,,16.0,25.0,25.0,,6.0,,22.0,,23.0,,100.0,,20.0,56.0,33.0,18.0,10.0,38.0,,3.0,,35.0,18.0
2016-08-22,2016-08-22,358,9.0,24.0,100.0,9.0,3.0,9.0,,2.0,,19.0,,13.0,,,,7.0,39.0,,10.0,3.0,17.0,,1.0,3.0,12.0,7.0
2016-08-23,2016-08-23,359,18.0,,,21.0,16.0,16.0,,2.0,100.0,40.0,,15.0,,64.0,93.0,36.0,40.0,19.0,18.0,6.0,38.0,,3.0,16.0,41.0,18.0
2016-08-24,2016-08-24,360,8.0,26.0,100.0,14.0,13.0,9.0,,1.0,,7.0,,7.0,,,,6.0,,,8.0,,15.0,,1.0,,10.0,6.0
2016-08-25,2016-08-25,361,31.0,,,26.0,18.0,19.0,11.0,5.0,,31.0,55.0,22.0,,,,24.0,86.0,48.0,22.0,,25.0,100.0,3.0,,,17.0
2016-08-26,2016-08-26,362,8.0,80.0,100.0,10.0,3.0,6.0,,3.0,,6.0,,4.0,,,,10.0,23.0,8.0,12.0,,8.0,,1.0,,,6.0
2016-08-27,2016-08-27,363,17.0,93.0,,30.0,12.0,12.0,,,,15.0,,18.0,,100.0,,11.0,,41.0,22.0,8.0,25.0,,3.0,,46.0,14.0
2016-08-28,2016-08-28,364,41.0,,,36.0,56.0,23.0,10.0,3.0,,12.0,,10.0,,89.0,100.0,19.0,,25.0,18.0,10.0,14.0,,2.0,8.0,28.0,16.0
2016-08-29,2016-08-29,365,14.0,72.0,,31.0,27.0,21.0,9.0,2.0,100.0,25.0,,21.0,,,,26.0,,39.0,33.0,8.0,36.0,,6.0,,46.0,19.0
2016-08-30,2016-08-30,366,16.0,,,12.0,7.0,9.0,5.0,2.0,,12.0,,12.0,,36.0,,12.0,,11.0,10.0,3.0,25.0,100.0,,5.0,8.0,11.0
2016-08-31,2016-08-31,367,5.0,100.0,76.0,6.0,2.0,6.0,,1.0,,6.0,,9.0,,,,7.0,12.0,18.0,8.0,,6.0,,1.0,,8.0,5.0
2016-09-01,2016-09-01,368,33.0,,,54.0,55.0,51.0,44.0,11.0,,39.0,,40.0,,,,84.0,,100.0,59.0,,33.0,,5.0,31.0,54.0,40.0
2016-09-02,2016-09-02,369,23.0,,,20.0,18.0,17.0,11.0,6.0,,27.0,,11.0,16.0,,100.0,44.0,,27.0,28.0,,42.0,,,,17.0,22.0
2016-09-03,2016-09-03,370,27.0,,,48.0,31.0,14.0,,7.0,,24.0,,20.0,,100.0,,17.0,,,25.0,17.0,38.0,,6.0,,,16.0
2016-09-04,2016-09-04,371,6.0,,100.0,12.0,7.0,8.0,3.0,,,14.0,,6.0,,,,11.0,13.0,11.0,10.0,2.0,9.0,,1.0,3.0,15.0,6.0
2016-09-05,2016-09-05,372,8.0,39.0,,11.0,14.0,8.0,,,100.0,5.0,,10.0,,,49.0,11.0,21.0,32.0,18.0,,21.0,,,4.0,18.0,11.0
2016-09-06,2016-09-06,373,12.0,,,22.0,19.0,11.0,,4.0,76.0,14.0,,23.0,,,,21.0,100.0,58.0,11.0,5.0,27.0,90.0,,7.0,,16.0
2016-09-07,2016-09-07,374,17.0,,,24.0,16.0,12.0,,3.0,,26.0,,23.0,,77.0,100.0,18.0,96.0,24.0,21.0,6.0,31.0,,5.0,,,25.0
2016-09-08,2016-09-08,375,9.0,100.0,,6.0,5.0,10.0,10.0,2.0,,24.0,,9.0,,,,13.0,22.0,18.0,10.0,,22.0,55.0,2.0,5.0,8.0,9.0
2016-09-09,2016-09-09,376,35.0,,,19.0,11.0,22.0,10.0,3.0,,12.0,,7.0,,,100.0,28.0,,,20.0,6.0,15.0,,4.0,9.0,16.0,15.0
2016-09-10,2016-09-10,377,3.0,,,17.0,3.0,6.0,4.0,2.0,,6.0,,6.0,,,,4.0,15.0,20.0,6.0,3.0,9.0,100.0,1.0,,,5.0
2016-09-11,2016-09-11,378,16.0,63.0,,26.0,20.0,15.0,,5.0,,15.0,,17.0,,,88.0,17.0,37.0,19.0,24.0,,31.0,100.0,,,16.0,18.0
2016-09-12,2016-09-12,379,15.0,,,12.0,19.0,13.0,10.0,8.0,,38.0,,18.0,,,100.0,30.0,,36.0,60.0,14.0,47.0,,2.0,20.0,25.0,26.0
2016-09-13,2016-09-13,380,31.0,100.0,,13.0,17.0,15.0,11.0,5.0,,25.0,,21.0,,97.0,,35.0,,48.0,16.0,10.0,24.0,,2.0,,49.0,22.0
2016-09-14,2016-09-14,381,41.0,,,33.0,24.0,16.0,,4.0,,22.0,,19.0,,,96.0,19.0,41.0,55.0,14.0,,27.0,100.0,2.0,9.0,29.0,18.0
2016-09-15,2016-09-15,382,30.0,,,13.0,20.0,21.0,10.0,5.0,,26.0,,19.0,17.0,97.0,99.0,29.0,100.0,25.0,11.0,7.0,24.0,,4.0,,18.0,32.0
2016-09-16,2016-09-16,383,72.0,,,55.0,74.0,55.0,30.0,22.0,,70.0,,83.0,,,,47.0,,75.0,100.0,19.0,89.0,,,,73.0,57.0
2016-09-17,2016-09-17,384,20.0,91.0,,18.0,,17.0,,2.0,,29.0,,25.0,,,,21.0,,,13.0,13.0,54.0,100.0,2.0,,17.0,17.0
2016-09-18,2016-09-18,385,32.0,100.0,,46.0,24.0,21.0,24.0,,,55.0,,25.0,,,,22.0,,60.0,34.0,27.0,29.0,,6.0,,23.0,27.0
2016-09-19,2016-09-19,386,14.0,78.0,,16.0,22.0,21.0,,5.0,,17.0,52.0,23.0,,71.0,100.0,40.0,42.0,64.0,32.0,6.0,54.0,,4.0,9.0,39.0,18.0
2016-09-20,2016-09-20,387,31.0,76.0,,27.0,15.0,13.0,9.0,,,29.0,,35.0,,,88.0,22.0,,68.0,9.0,,28.0,100.0,3.0,9.0,21.0,12.0
2016-09-21,2016-09-21,388,26.0,,,36.0,39.0,22.0,12.0,8.0,,88.0,,27.0,,100.0,,26.0,56.0,57.0,24.0,,74.0,,3.0,,28.0,19.0
2016-09-22,2016-09-22,389,25.0,100.0,,24.0,11.0,26.0,16.0,6.0,,13.0,,27.0,,,,29.0,,81.0,22.0,7.0,25.0,,2.0,,18.0,19.0
2016-09-23,2016-09-23,390,18.0,,,13.0,21.0,16.0,10.0,3.0,,,,39.0,,,100.0,26.0,50.0,27.0,22.0,,,,2.0,10.0,,14.0
2016-09-24,2016-09-24,391,19.0,90.0,,56.0,,23.0,,3.0,,27.0,65.0,23.0,,,,23.0,100.0,64.0,16.0,7.0,18.0,,,10.0,20.0,16.0
2016-09-25,2016-09-25,392,10.0,,,20.0,21.0,16.0,8.0,6.0,100.0,20.0,,24.0,,,84.0,17.0,59.0,19.0,26.0,6.0,24.0,,,,21.0,13.0
2016-09-26,2016-09-26,393,28.0,,,35.0,6.0,13.0,20.0,4.0,,26.0,,18.0,,,100.0,37.0,45.0,26.0,20.0,7.0,59.0,,2.0,10.0,24.0,26.0
2016-09-27,2016-09-27,394,38.0,,,100.0,53.0,24.0,21.0,11.0,,63.0,,36.0,28.0,,,70.0,,73.0,52.0,,61.0,,5.0,,62.0,32.0
2016-09-28,2016-09-28,395,5.0,,,13.0,7.0,6.0,4.0,1.0,,11.0,26.0,11.0,,,100.0,10.0,,15.0,12.0,,9.0,,3.0,4.0,7.0,9.0
2016-09-29,2016-09-29,396,29.0,82.0,,30.0,10.0,22.0,12.0,3.0,,16.0,,15.0,,,100.0,15.0,,21.0,8.0,,24.0,,2.0,8.0,26.0,14.0
2016-09-30,2016-09-30,397,15.0,66.0,,,8.0,12.0,,6.0,,24.0,,16.0,,,100.0,17.0,35.0,20.0,20.0,5.0,29.0,,2.0,,49.0,12.0
2016-10-01,2016-10-01,398,7.0,100.0,,,5.0,8.0,,,80.0,20.0,,11.0,,50.0,82.0,10.0,35.0,21.0,10.0,7.0,9.0,,1.0,5.0,,8.0
2016-10-02,2016-10-02,399,41.0,,,59.0,30.0,26.0,20.0,7.0,,17.0,,51.0,,,,53.0,65.0,100.0,62.0,10.0,32.0,,3.0,26.0,37.0,22.0
2016-10-03,2016-10-03,400,9.0,100.0,,,19.0,10.0,,,,10.0,,6.0,,44.0,,15.0,25.0,21.0,8.0,3.0,15.0,,2.0,5.0,8.0,11.0
2016-10-04,2016-10-04,401,4.0,,100.0,7.0,4.0,5.0,3.0,,,3.0,,6.0,4.0,,34.0,5.0,13.0,,10.0,3.0,8.0,,,3.0,6.0,5.0
2016-10-05,2016-10-05,402,8.0,,,,17.0,15.0,,2.0,80.0,26.0,,6.0,10.0,,100.0,17.0,,38.0,16.0,5.0,41.0,,2.0,7.0,11.0,10.0
2016-10-06,2016-10-06,403,100.0,,,48.0,45.0,76.0,67.0,19.0,,82.0,,45.0,,,,38.0,,82.0,67.0,,49.0,,15.0,34.0,77.0,60.0
2016-10-07,2016-10-07,404,29.0,100.0,,57.0,26.0,23.0,12.0,4.0,,21.0,,19.0,,,,15.0,,30.0,18.0,,,,3.0,11.0,18.0,19.0
2016-10-08,2016-10-08,405,24.0,,,24.0,14.0,3.0,,7.0,98.0,,,24.0,,81.0,100.0,10.0,40.0,56.0,9.0,,19.0,,4.0,,64.0,7.0
2016-10-09,2016-10-09,406,14.0,63.0,,22.0,26.0,15.0,,6.0,100.0,14.0,,17.0,,61.0,,13.0,36.0,20.0,18.0,5.0,42.0,,2.0,,15.0,14.0
2016-10-10,2016-10-10,407,14.0,38.0,100.0,16.0,8.0,8.0,4.0,4.0,47.0,11.0,,17.0,7.0,,,12.0,19.0,10.0,11.0,,7.0,,,,7.0,9.0
2016-10-11,2016-10-11,408,16.0,76.0,,11.0,9.0,15.0,8.0,4.0,,11.0,,23.0,,,100.0,27.0,,93.0,27.0,6.0,28.0,,2.0,8.0,14.0,16.0
2016-10-12,2016-10-12,409,26.0,,,30.0,18.0,19.0,9.0,5.0,,11.0,,7.0,,68.0,100.0,30.0,,23.0,31.0,5.0,34.0,,3.0,,15.0,17.0
2016-10-13,2016-10-13,410,12.0,,,,16.0,13.0,9.0,5.0,,12.0,54.0,9.0,,,,34.0,42.0,45.0,29.0,6.0,23.0,100.0,2.0,,32.0,14.0
2016-10-14,2016-10-14,411,37.0,,,40.0,27.0,46.0,,5.0,,31.0,100.0,38.0,,,,23.0,,43.0,24.0,10.0,38.0,,4.0,,29.0,25.0
2016-10-15,2016-10-15,412,13.0,85.0,,28.0,13.0,12.0,10.0,2.0,,19.0,,31.0,16.0,,,19.0,44.0,,24.0,13.0,23.0,,2.0,,100.0,14.0
2016-10-16,2016-10-16,413,26.0,70.0,,11.0,18.0,9.0,,5.0,,11.0,,13.0,,67.0,,19.0,78.0,,15.0,5.0,33.0,100.0,,7.0,,15.0
2016-10-17,2016-10-17,414,19.0,,,26.0,7.0,11.0,,4.0,100.0,36.0,,12.0,,,,34.0,74.0,29.0,15.0,5.0,12.0,88.0,2.0,7.0,13.0,19.0
2016-10-18,2016-10-18,415,8.0,32.0,100.0,6.0,8.0,9.0,7.0,2.0,41.0,7.0,21.0,6.0,,28.0,43.0,9.0,,12.0,17.0,2.0,5.0,39.0,,,11.0,6.0
2016-10-19,2016-10-19,416,5,,100,3,2,4,,1,24,7,,3,,,,4,9,24,6,1,6,19,<1,2,6,3
2016-10-20,2016-10-20,417,8.0,,100.0,4.0,6.0,5.0,,2.0,,4.0,,9.0,,,34.0,6.0,13.0,11.0,5.0,,9.0,,1.0,3.0,5.0,6.0
2016-10-21,2016-10-21,418,7.0,,100.0,12.0,1.0,2.0,,1.0,,,,6.0,,,17.0,3.0,,8.0,4.0,,6.0,,,2.0,5.0,3.0
2016-10-22,2016-10-22,419,3.0,,100.0,4.0,4.0,5.0,3.0,1.0,,6.0,,3.0,,,,5.0,12.0,11.0,4.0,2.0,9.0,,,3.0,12.0,3.0
2016-10-23,2016-10-23,420,5.0,24.0,100.0,5.0,7.0,8.0,,2.0,,8.0,18.0,5.0,,29.0,,7.0,,12.0,8.0,2.0,22.0,,,,5.0,5.0
2016-10-24,2016-10-24,421,19.0,,,24.0,7.0,19.0,20.0,2.0,,14.0,,18.0,,,,29.0,45.0,24.0,15.0,7.0,15.0,100.0,,,31.0,19.0
2016-10-25,2016-10-25,422,8.0,,100.0,5.0,5.0,6.0,3.0,2.0,,8.0,,5.0,,,,9.0,21.0,7.0,7.0,4.0,11.0,34.0,1.0,3.0,,6.0
2016-10-26,2016-10-26,423,11.0,,100.0,3.0,6.0,6.0,,2.0,,6.0,,8.0,4.0,52.0,,7.0,25.0,7.0,12.0,,9.0,31.0,,3.0,7.0,6.0
2016-10-27,2016-10-27,424,17.0,,,21.0,13.0,16.0,9.0,5.0,,36.0,,24.0,,,100.0,26.0,73.0,22.0,45.0,6.0,25.0,,2.0,,14.0,15.0
2016-10-28,2016-10-28,425,34.0,,,41.0,35.0,36.0,46.0,35.0,,62.0,,29.0,34.0,,,86.0,100.0,58.0,56.0,,93.0,,5.0,,75.0,38.0
2016-10-29,2016-10-29,426,20.0,100.0,,12.0,8.0,8.0,,,65.0,8.0,,6.0,,,,8.0,42.0,28.0,17.0,4.0,21.0,,1.0,,32.0,9.0
2016-10-30,2016-10-30,427,9.0,58.0,,7.0,14.0,6.0,3.0,7.0,83.0,20.0,,7.0,,32.0,,10.0,17.0,,8.0,3.0,11.0,100.0,1.0,4.0,7.0,8.0
2016-10-31,2016-10-31,428,13.0,68.0,,20.0,21.0,14.0,,5.0,99.0,30.0,,21.0,,,100.0,22.0,77.0,23.0,9.0,,27.0,,2.0,,22.0,16.0
2016-11-01,2016-11-01,429,37.0,72.0,,21.0,10.0,16.0,,3.0,100.0,17.0,,9.0,13.0,80.0,,15.0,41.0,51.0,23.0,,19.0,,2.0,,16.0,17.0
2016-11-02,2016-11-02,430,17.0,,,15.0,20.0,19.0,17.0,4.0,,30.0,,26.0,,,100.0,11.0,37.0,40.0,26.0,6.0,13.0,,2.0,20.0,28.0,17.0
2016-11-03,2016-11-03,431,13.0,78.0,,21.0,15.0,16.0,,6.0,100.0,35.0,,20.0,,75.0,83.0,28.0,,21.0,30.0,6.0,39.0,,2.0,9.0,,11.0
2016-11-04,2016-11-04,432,12.0,61.0,,23.0,10.0,17.0,,3.0,100.0,12.0,,14.0,,73.0,,22.0,42.0,21.0,9.0,6.0,13.0,,3.0,,29.0,11.0
2016-11-05,2016-11-05,433,8.0,,100.0,5.0,5.0,5.0,,1.0,,,16.0,6.0,,,39.0,5.0,,7.0,5.0,,10.0,,,2.0,,3.0
2016-11-06,2016-11-06,434,21.0,61.0,,24.0,18.0,14.0,16.0,8.0,,11.0,54.0,23.0,,,98.0,26.0,37.0,,12.0,6.0,50.0,100.0,2.0,,16.0,17.0
2016-11-07,2016-11-07,435,12.0,,,15.0,9.0,6.0,9.0,2.0,,7.0,27.0,7.0,6.0,39.0,100.0,11.0,21.0,34.0,5.0,,14.0,,3.0,10.0,7.0,12.0
2016-11-08,2016-11-08,436,16.0,,,16.0,10.0,8.0,4.0,4.0,46.0,6.0,,8.0,,65.0,100.0,11.0,18.0,10.0,4.0,,10.0,,2.0,,13.0,6.0
2016-11-09,2016-11-09,437,33.0,59.0,,19.0,10.0,17.0,8.0,4.0,,22.0,,29.0,,,,17.0,,19.0,11.0,,47.0,100.0,3.0,8.0,18.0,12.0
2016-11-10,2016-11-10,438,25.0,,,44.0,20.0,23.0,25.0,4.0,,12.0,,9.0,12.0,,100.0,13.0,61.0,21.0,17.0,,21.0,,,18.0,13.0,17.0
2016-11-11,2016-11-11,439,16.0,100.0,,7.0,13.0,8.0,11.0,1.0,,30.0,,13.0,,84.0,57.0,15.0,40.0,44.0,16.0,,9.0,,3.0,,14.0,9.0
2016-11-12,2016-11-12,440,13.0,87.0,,19.0,12.0,17.0,,3.0,,50.0,,18.0,,,100.0,13.0,39.0,24.0,17.0,,28.0,,3.0,,37.0,13.0
2016-11-13,2016-11-13,441,71.0,,,81.0,45.0,55.0,20.0,14.0,,59.0,,72.0,,,,52.0,100.0,48.0,47.0,,97.0,,10.0,,37.0,50.0
