dateindex,date,date_integer,AG,AR,AI,BL,BS,BE,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SZ,SO,TI,TG,UR,VD,VS,ZG,ZH
2018-05-28,2018-05-28,1002,19.0,,100.0,26.0,15.0,16.0,,2.0,,18.0,,28.0,7.0,31.0,35.0,13.0,29.0,22.0,22.0,7.0,28.0,43.0,3.0,5.0,16.0,15.0
2018-05-29,2018-05-29,1003,16.0,54.0,100.0,19.0,10.0,12.0,16.0,2.0,,22.0,,17.0,,29.0,26.0,17.0,18.0,20.0,23.0,3.0,25.0,,3.0,13.0,7.0,11.0
2018-05-30,2018-05-30,1004,34.0,,,42.0,39.0,34.0,29.0,,100.0,47.0,45.0,31.0,,,,31.0,44.0,21.0,40.0,,45.0,,9.0,,29.0,31.0
2018-05-31,2018-05-31,1005,32.0,100.0,,14.0,21.0,30.0,7.0,3.0,,32.0,31.0,31.0,,,51.0,34.0,,46.0,42.0,6.0,33.0,,7.0,8.0,17.0,21.0
2018-06-01,2018-06-01,1006,16.0,26.0,100.0,24.0,8.0,11.0,,,40.0,29.0,18.0,26.0,,,,16.0,18.0,32.0,15.0,4.0,,,5.0,4.0,9.0,14.0
2018-06-02,2018-06-02,1007,16.0,,100.0,19.0,9.0,13.0,5.0,,77.0,11.0,,14.0,,34.0,53.0,13.0,19.0,28.0,27.0,4.0,12.0,41.0,2.0,,23.0,10.0
2018-06-03,2018-06-03,1008,46.0,78.0,,92.0,56.0,32.0,34.0,6.0,100.0,38.0,,58.0,,81.0,61.0,39.0,69.0,81.0,33.0,,35.0,94.0,7.0,11.0,27.0,39.0
2018-06-04,2018-06-04,1009,20.0,38.0,,34.0,14.0,16.0,,2.0,,37.0,,25.0,,76.0,34.0,28.0,100.0,24.0,33.0,,32.0,55.0,10.0,6.0,32.0,25.0
2018-06-05,2018-06-05,1010,21.0,100.0,,26.0,30.0,24.0,7.0,3.0,65.0,16.0,,44.0,,,,36.0,31.0,15.0,35.0,,45.0,,7.0,13.0,27.0,25.0
2018-06-06,2018-06-06,1011,11.0,32.0,100.0,21.0,9.0,21.0,10.0,,64.0,20.0,20.0,19.0,,34.0,,16.0,,46.0,17.0,,27.0,72.0,4.0,5.0,9.0,21.0
2018-06-07,2018-06-07,1012,33.0,62.0,,79.0,40.0,25.0,9.0,4.0,,51.0,,58.0,,100.0,,21.0,80.0,37.0,33.0,,40.0,,5.0,9.0,34.0,30.0
2018-06-08,2018-06-08,1013,35.0,45.0,,18.0,35.0,17.0,7.0,,100.0,38.0,,39.0,,50.0,40.0,26.0,27.0,43.0,20.0,,26.0,66.0,5.0,13.0,33.0,18.0
2018-06-09,2018-06-09,1014,16.0,46.0,100.0,17.0,35.0,13.0,7.0,7.0,,,20.0,16.0,,32.0,,18.0,20.0,18.0,15.0,4.0,11.0,38.0,3.0,,21.0,10.0
2018-06-10,2018-06-10,1015,52.0,100.0,,37.0,29.0,28.0,,5.0,,54.0,,32.0,,68.0,,33.0,35.0,36.0,50.0,9.0,40.0,76.0,12.0,8.0,65.0,33.0
2018-06-11,2018-06-11,1016,31.0,48.0,100.0,25.0,20.0,25.0,23.0,,44.0,14.0,,16.0,,52.0,,14.0,50.0,15.0,18.0,8.0,25.0,,4.0,4.0,18.0,16.0
2018-06-12,2018-06-12,1017,20.0,30.0,,25.0,15.0,20.0,7.0,,,36.0,34.0,18.0,,72.0,31.0,22.0,21.0,30.0,17.0,4.0,12.0,100.0,4.0,9.0,27.0,16.0
2018-06-13,2018-06-13,1018,46.0,75.0,,66.0,21.0,31.0,17.0,,100.0,68.0,51.0,48.0,,85.0,70.0,58.0,99.0,46.0,53.0,,70.0,99.0,7.0,11.0,60.0,40.0
2018-06-14,2018-06-14,1019,16.0,,100.0,25.0,17.0,19.0,5.0,,40.0,21.0,21.0,12.0,,33.0,,17.0,18.0,10.0,14.0,6.0,30.0,42.0,3.0,8.0,8.0,9.0
2018-06-15,2018-06-15,1020,13.0,41.0,100.0,12.0,9.0,7.0,4.0,2.0,36.0,6.0,,9.0,,,65.0,7.0,,8.0,23.0,,7.0,40.0,3.0,5.0,13.0,10.0
2018-06-16,2018-06-16,1021,17.0,,,17.0,17.0,16.0,6.0,,,9.0,28.0,17.0,,42.0,,13.0,,12.0,11.0,11.0,15.0,100.0,1.0,5.0,27.0,14.0
2018-06-17,2018-06-17,1022,22.0,,,18.0,16.0,15.0,12.0,7.0,100.0,30.0,,20.0,,43.0,,23.0,39.0,18.0,36.0,,19.0,,3.0,9.0,15.0,18.0
2018-06-18,2018-06-18,1023,62.0,,,31.0,69.0,35.0,35.0,,100.0,53.0,,50.0,,91.0,,50.0,77.0,48.0,73.0,20.0,36.0,,6.0,,51.0,41.0
2018-06-19,2018-06-19,1024,23.0,100.0,,25.0,11.0,16.0,5.0,2.0,,18.0,,27.0,,,38.0,20.0,44.0,26.0,15.0,,25.0,48.0,7.0,,14.0,21.0
2018-06-20,2018-06-20,1025,37.0,63.0,,51.0,9.0,27.0,15.0,4.0,,50.0,,23.0,,64.0,69.0,22.0,,59.0,56.0,12.0,54.0,100.0,16.0,,72.0,29.0
2018-06-21,2018-06-21,1026,18.0,33.0,100.0,18.0,15.0,18.0,5.0,4.0,,14.0,,15.0,,,,20.0,32.0,35.0,17.0,4.0,15.0,,4.0,,21.0,15.0
2018-06-22,2018-06-22,1027,20.0,,,17.0,23.0,16.0,7.0,3.0,83.0,32.0,,11.0,,46.0,100.0,22.0,,26.0,43.0,,29.0,,4.0,9.0,45.0,17.0
2018-06-23,2018-06-23,1028,40.0,100.0,,13.0,35.0,8.0,,,,17.0,,21.0,,55.0,,24.0,,23.0,18.0,7.0,18.0,,4.0,17.0,71.0,14.0
2018-06-24,2018-06-24,1029,26.0,,,30.0,18.0,27.0,7.0,,100.0,15.0,,33.0,,53.0,97.0,22.0,24.0,27.0,19.0,,12.0,52.0,6.0,6.0,14.0,21.0
2018-06-25,2018-06-25,1030,54.0,,,100.0,34.0,42.0,,5.0,,59.0,,76.0,,,77.0,48.0,,72.0,21.0,,44.0,92.0,15.0,11.0,43.0,39.0
2018-06-26,2018-06-26,1031,17.0,100.0,,7.0,16.0,11.0,4.0,,29.0,15.0,16.0,7.0,,25.0,,13.0,14.0,23.0,20.0,,8.0,34.0,5.0,3.0,16.0,10.0
2018-06-27,2018-06-27,1032,13.0,,100.0,9.0,5.0,9.0,3.0,1.0,49.0,6.0,,23.0,,40.0,,8.0,12.0,21.0,10.0,,7.0,,1.0,3.0,13.0,7.0
2018-06-28,2018-06-28,1033,10.0,43.0,100.0,14.0,4.0,7.0,7.0,2.0,35.0,20.0,,15.0,7.0,,,21.0,17.0,22.0,20.0,,16.0,81.0,3.0,6.0,8.0,11.0
2018-06-29,2018-06-29,1034,38.0,78.0,,13.0,34.0,32.0,,5.0,100.0,26.0,,35.0,,,,33.0,,86.0,25.0,,44.0,,8.0,34.0,32.0,24.0
2018-06-30,2018-06-30,1035,27.0,,,50.0,93.0,28.0,45.0,14.0,,41.0,,32.0,25.0,100.0,,40.0,60.0,58.0,17.0,14.0,55.0,,11.0,13.0,36.0,32.0
2018-07-01,2018-07-01,1036,32.0,49.0,,27.0,10.0,22.0,7.0,,60.0,11.0,,16.0,,,100.0,29.0,31.0,32.0,37.0,8.0,19.0,59.0,4.0,,18.0,16.0
2018-07-02,2018-07-02,1037,11.0,21.0,,14.0,5.0,11.0,3.0,,28.0,20.0,,11.0,,25.0,51.0,11.0,15.0,14.0,12.0,,18.0,100.0,4.0,3.0,6.0,8.0
2018-07-03,2018-07-03,1038,25.0,100.0,,38.0,11.0,24.0,15.0,,,56.0,32.0,25.0,,,,25.0,,39.0,38.0,7.0,23.0,64.0,6.0,,20.0,22.0
2018-07-04,2018-07-04,1039,20.0,,100.0,33.0,7.0,12.0,5.0,2.0,,7.0,,25.0,8.0,35.0,36.0,23.0,42.0,21.0,11.0,9.0,30.0,48.0,5.0,12.0,13.0,17.0
2018-07-05,2018-07-05,1040,18.0,100.0,,16.0,16.0,17.0,10.0,,41.0,24.0,,10.0,,32.0,,17.0,30.0,24.0,17.0,,15.0,,6.0,9.0,8.0,16.0
2018-07-06,2018-07-06,1041,24.0,100.0,,55.0,24.0,20.0,,3.0,64.0,27.0,,36.0,,53.0,,27.0,33.0,30.0,27.0,,22.0,75.0,2.0,17.0,19.0,17.0
2018-07-07,2018-07-07,1042,23.0,,,42.0,30.0,17.0,17.0,,100.0,35.0,,6.0,16.0,64.0,56.0,36.0,34.0,34.0,20.0,12.0,30.0,,10.0,,38.0,18.0
2018-07-08,2018-07-08,1043,36.0,81.0,,52.0,46.0,28.0,12.0,,100.0,35.0,,50.0,,88.0,94.0,51.0,95.0,100.0,88.0,12.0,44.0,,10.0,21.0,55.0,37.0
2018-07-09,2018-07-09,1044,15.0,100.0,,23.0,20.0,14.0,8.0,2.0,83.0,22.0,,16.0,,36.0,38.0,16.0,20.0,35.0,17.0,6.0,24.0,41.0,4.0,4.0,16.0,15.0
2018-07-10,2018-07-10,1045,58.0,,,28.0,35.0,29.0,18.0,,100.0,24.0,,36.0,,,,33.0,,94.0,56.0,9.0,70.0,,4.0,,21.0,32.0
2018-07-11,2018-07-11,1046,25.0,39.0,,23.0,8.0,17.0,,2.0,47.0,42.0,,12.0,10.0,,,14.0,34.0,47.0,14.0,,32.0,100.0,3.0,5.0,32.0,17.0
2018-07-12,2018-07-12,1047,25.0,76.0,,19.0,31.0,34.0,10.0,,,58.0,44.0,54.0,17.0,81.0,,18.0,43.0,23.0,25.0,8.0,32.0,100.0,9.0,19.0,57.0,29.0
2018-07-13,2018-07-13,1048,39.0,81.0,,36.0,18.0,23.0,13.0,5.0,,33.0,,58.0,21.0,,85.0,42.0,52.0,50.0,21.0,,15.0,100.0,11.0,11.0,23.0,26.0
2018-07-14,2018-07-14,1049,25.0,48.0,,18.0,24.0,14.0,14.0,,,13.0,,28.0,,45.0,,20.0,27.0,28.0,29.0,6.0,13.0,100.0,3.0,11.0,25.0,18.0
2018-07-15,2018-07-15,1050,32.0,,,19.0,14.0,19.0,7.0,,100.0,,,22.0,,,38.0,33.0,49.0,49.0,16.0,,12.0,,6.0,6.0,48.0,18.0
2018-07-16,2018-07-16,1051,14.0,30.0,90.0,24.0,20.0,16.0,,,40.0,18.0,21.0,30.0,,100.0,43.0,15.0,19.0,29.0,30.0,3.0,20.0,,6.0,4.0,17.0,16.0
2018-07-17,2018-07-17,1052,24.0,47.0,,13.0,25.0,32.0,,3.0,100.0,9.0,35.0,23.0,,96.0,46.0,36.0,30.0,24.0,22.0,11.0,29.0,,8.0,7.0,43.0,22.0
2018-07-18,2018-07-18,1053,22.0,,,26.0,27.0,12.0,15.0,,,14.0,,20.0,,,,24.0,42.0,32.0,12.0,,16.0,100.0,4.0,4.0,14.0,15.0
2018-07-19,2018-07-19,1054,24.0,58.0,,18.0,26.0,28.0,11.0,,71.0,45.0,36.0,30.0,,100.0,48.0,22.0,67.0,50.0,19.0,,25.0,66.0,9.0,7.0,29.0,23.0
2018-07-20,2018-07-20,1055,23.0,61.0,,37.0,10.0,29.0,19.0,,77.0,42.0,43.0,40.0,,,100.0,17.0,,20.0,23.0,14.0,48.0,80.0,6.0,16.0,76.0,20.0
2018-07-21,2018-07-21,1056,9.0,,100.0,15.0,,11.0,5.0,,,12.0,,16.0,,,,13.0,,15.0,11.0,4.0,12.0,,6.0,4.0,34.0,13.0
2018-07-22,2018-07-22,1057,22.0,31.0,100.0,19.0,27.0,17.0,8.0,,40.0,16.0,,19.0,11.0,37.0,29.0,24.0,44.0,32.0,18.0,7.0,16.0,,5.0,6.0,25.0,18.0
2018-07-23,2018-07-23,1058,46.0,68.0,,35.0,21.0,39.0,10.0,,90.0,25.0,100.0,54.0,,76.0,,33.0,98.0,,32.0,15.0,59.0,,7.0,,19.0,29.0
2018-07-24,2018-07-24,1059,39.0,,,29.0,24.0,36.0,15.0,,100.0,13.0,48.0,33.0,20.0,74.0,63.0,43.0,,43.0,18.0,,56.0,,6.0,8.0,,30.0
2018-07-25,2018-07-25,1060,10.0,29.0,100.0,17.0,11.0,13.0,4.0,,,19.0,18.0,11.0,,,23.0,16.0,17.0,29.0,16.0,6.0,20.0,36.0,2.0,3.0,7.0,13.0
2018-07-26,2018-07-26,1061,40.0,,,24.0,47.0,26.0,11.0,5.0,,52.0,100.0,31.0,,,,30.0,67.0,94.0,19.0,,36.0,,14.0,35.0,37.0,24.0
2018-07-27,2018-07-27,1062,35.0,100.0,,15.0,35.0,14.0,,,,21.0,,23.0,,71.0,55.0,11.0,82.0,19.0,42.0,13.0,24.0,,8.0,14.0,27.0,17.0
2018-07-28,2018-07-28,1063,26.0,52.0,,24.0,14.0,19.0,10.0,,,12.0,,26.0,14.0,50.0,39.0,16.0,29.0,14.0,27.0,,13.0,100.0,6.0,,35.0,14.0
2018-07-29,2018-07-29,1064,42.0,81.0,,68.0,36.0,32.0,25.0,,100.0,35.0,56.0,31.0,,85.0,,40.0,,95.0,56.0,21.0,53.0,,7.0,,63.0,37.0
2018-07-30,2018-07-30,1065,63.0,100.0,,42.0,37.0,20.0,14.0,,,51.0,,40.0,,,78.0,43.0,,40.0,79.0,9.0,50.0,,20.0,10.0,24.0,33.0
2018-07-31,2018-07-31,1066,22.0,,,48.0,48.0,38.0,14.0,11.0,100.0,28.0,58.0,53.0,,82.0,80.0,40.0,53.0,50.0,47.0,,31.0,,5.0,9.0,24.0,27.0
2018-08-01,2018-08-01,1067,18.0,81.0,,7.0,45.0,18.0,,,,23.0,,20.0,,91.0,100.0,27.0,27.0,29.0,23.0,5.0,9.0,56.0,9.0,,17.0,15.0
2018-08-02,2018-08-02,1068,14.0,35.0,100.0,15.0,19.0,15.0,6.0,,,27.0,,17.0,,51.0,,28.0,23.0,27.0,22.0,4.0,20.0,,5.0,4.0,11.0,14.0
2018-08-03,2018-08-03,1069,22.0,57.0,,27.0,25.0,23.0,,,70.0,23.0,38.0,17.0,,59.0,49.0,37.0,100.0,,14.0,6.0,26.0,69.0,5.0,7.0,25.0,23.0
2018-08-04,2018-08-04,1070,7.0,59.0,100.0,19.0,20.0,8.0,,,,10.0,,18.0,,,,5.0,,14.0,21.0,4.0,26.0,35.0,2.0,8.0,,12.0
2018-08-05,2018-08-05,1071,12.0,,100.0,55.0,25.0,21.0,10.0,,43.0,14.0,,40.0,,,36.0,17.0,26.0,36.0,13.0,,29.0,,2.0,5.0,15.0,18.0
2018-08-06,2018-08-06,1072,52.0,,,48.0,60.0,33.0,13.0,6.0,,43.0,,42.0,23.0,84.0,81.0,27.0,100.0,37.0,34.0,10.0,44.0,94.0,15.0,31.0,53.0,34.0
2018-08-07,2018-08-07,1073,51.0,75.0,,47.0,46.0,35.0,13.0,8.0,92.0,42.0,51.0,41.0,,85.0,81.0,49.0,54.0,25.0,34.0,,66.0,100.0,6.0,10.0,55.0,36.0
2018-08-08,2018-08-08,1074,28.0,,,11.0,22.0,12.0,6.0,,87.0,15.0,,28.0,,,,28.0,22.0,36.0,24.0,,27.0,100.0,,4.0,19.0,16.0
2018-08-09,2018-08-09,1075,31.0,43.0,,22.0,33.0,18.0,8.0,3.0,52.0,41.0,,34.0,,100.0,70.0,15.0,42.0,56.0,19.0,11.0,48.0,,4.0,5.0,26.0,17.0
2018-08-10,2018-08-10,1076,32.0,71.0,,27.0,50.0,28.0,13.0,,,30.0,,43.0,23.0,86.0,89.0,53.0,100.0,89.0,21.0,10.0,30.0,95.0,6.0,15.0,24.0,29.0
2018-08-11,2018-08-11,1077,23.0,33.0,100.0,9.0,23.0,12.0,6.0,,45.0,7.0,,17.0,,,40.0,27.0,21.0,17.0,10.0,5.0,33.0,45.0,4.0,4.0,14.0,13.0
2018-08-12,2018-08-12,1078,19.0,73.0,,12.0,19.0,19.0,6.0,,44.0,7.0,,30.0,,100.0,,22.0,25.0,23.0,31.0,,16.0,43.0,4.0,9.0,14.0,19.0
2018-08-13,2018-08-13,1079,49.0,86.0,,33.0,31.0,31.0,,3.0,,27.0,,52.0,,55.0,44.0,29.0,80.0,21.0,16.0,6.0,25.0,100.0,9.0,6.0,41.0,25.0
2018-08-14,2018-08-14,1080,34.0,100.0,,22.0,17.0,33.0,,7.0,,21.0,,23.0,14.0,57.0,54.0,39.0,35.0,33.0,45.0,,15.0,67.0,4.0,7.0,15.0,20.0
2018-08-15,2018-08-15,1081,10.0,34.0,100.0,8.0,13.0,9.0,,,22.0,11.0,13.0,11.0,,20.0,20.0,11.0,21.0,21.0,8.0,3.0,16.0,,2.0,5.0,12.0,9.0
2018-08-16,2018-08-16,1082,17.0,50.0,100.0,16.0,5.0,10.0,8.0,2.0,,20.0,24.0,9.0,,,37.0,18.0,21.0,38.0,25.0,5.0,24.0,45.0,2.0,9.0,18.0,14.0
2018-08-17,2018-08-17,1083,51.0,76.0,,26.0,40.0,22.0,13.0,6.0,100.0,24.0,,55.0,22.0,,81.0,52.0,96.0,24.0,32.0,11.0,35.0,87.0,4.0,20.0,32.0,35.0
2018-08-18,2018-08-18,1084,45.0,,,35.0,21.0,15.0,8.0,5.0,62.0,20.0,,33.0,,100.0,52.0,35.0,61.0,55.0,27.0,11.0,28.0,61.0,2.0,,19.0,18.0
2018-08-19,2018-08-19,1085,42.0,69.0,,45.0,34.0,35.0,32.0,,90.0,39.0,,65.0,,,,40.0,69.0,22.0,40.0,11.0,77.0,100.0,8.0,29.0,58.0,48.0
2018-08-20,2018-08-20,1086,29.0,,,34.0,77.0,40.0,,6.0,100.0,41.0,,50.0,,91.0,,58.0,,97.0,40.0,15.0,29.0,,11.0,11.0,44.0,41.0
2018-08-21,2018-08-21,1087,22.0,61.0,100.0,20.0,12.0,11.0,7.0,,,22.0,,17.0,,34.0,,17.0,19.0,37.0,10.0,8.0,17.0,,2.0,4.0,21.0,15.0
2018-08-22,2018-08-22,1088,27.0,92.0,,27.0,34.0,16.0,11.0,,,22.0,,35.0,,76.0,36.0,13.0,21.0,22.0,16.0,9.0,17.0,100.0,3.0,,16.0,20.0
2018-08-23,2018-08-23,1089,16.0,100.0,,36.0,14.0,14.0,,2.0,,25.0,,16.0,,31.0,38.0,14.0,17.0,,16.0,3.0,20.0,33.0,5.0,7.0,15.0,12.0
2018-08-24,2018-08-24,1090,48.0,,,41.0,51.0,42.0,,,100.0,77.0,,58.0,22.0,,78.0,57.0,53.0,51.0,29.0,,38.0,,9.0,10.0,50.0,31.0
2018-08-25,2018-08-25,1091,14.0,100.0,,17.0,13.0,9.0,5.0,,,54.0,,16.0,,36.0,,24.0,,10.0,9.0,5.0,22.0,80.0,7.0,9.0,34.0,13.0
2018-08-26,2018-08-26,1092,59.0,100.0,,52.0,49.0,39.0,10.0,,,42.0,,56.0,,70.0,70.0,37.0,42.0,40.0,30.0,19.0,43.0,,7.0,9.0,35.0,29.0
2018-08-27,2018-08-27,1093,34.0,100.0,,48.0,12.0,30.0,8.0,,64.0,29.0,37.0,30.0,,58.0,56.0,48.0,37.0,26.0,28.0,,53.0,66.0,7.0,14.0,30.0,30.0
2018-08-28,2018-08-28,1094,22.0,,,26.0,28.0,14.0,5.0,2.0,40.0,14.0,21.0,25.0,,,,12.0,62.0,41.0,8.0,8.0,28.0,100.0,3.0,4.0,33.0,15.0
2018-08-29,2018-08-29,1095,16.0,31.0,100.0,16.0,23.0,18.0,8.0,2.0,78.0,21.0,22.0,26.0,8.0,31.0,36.0,20.0,,25.0,39.0,8.0,48.0,,6.0,9.0,,12.0
2018-08-30,2018-08-30,1096,11.0,,,24.0,13.0,17.0,10.0,4.0,39.0,12.0,,12.0,,100.0,28.0,16.0,31.0,35.0,18.0,4.0,23.0,,3.0,8.0,35.0,15.0
2018-08-31,2018-08-31,1097,17.0,100.0,,8.0,15.0,10.0,16.0,2.0,,11.0,16.0,10.0,,,25.0,12.0,35.0,15.0,11.0,3.0,9.0,,4.0,3.0,14.0,11.0
