,canton,search_wohnung,date
15619,Tessin,5.0,2017-06-19
15620,Genf,2.0,2017-06-19
15621,Waadt,2.0,2017-06-19
15622,Appenzell Innerrhoden,,2017-06-19
15623,Jura,,2017-06-19
15624,Neuenburg,,2017-06-19
15625,Schaffhausen,,2017-06-19
15626,Uri,100.0,2018-05-23
15627,Glarus,81.0,2018-05-23
15628,Obwalden,77.0,2018-05-23
15629,Appenzell Ausserrhoden,70.0,2018-05-23
15630,Basel-Landschaft,63.0,2018-05-23
15631,Thurgau,56.0,2018-05-23
15632,Zug,54.0,2018-05-23
15633,Sankt Gallen,47.0,2018-05-23
15634,Solothurn,45.0,2018-05-23
15635,Jura,44.0,2018-05-23
15636,Schaffhausen,41.0,2018-05-23
15637,Zürich,39.0,2018-05-23
15638,Luzern,36.0,2018-05-23
15639,Aargau,35.0,2018-05-23
15640,Bern,33.0,2018-05-23
15641,Graubünden,31.0,2018-05-23
15642,Schwyz,30.0,2018-05-23
15643,Basel-Stadt,19.0,2018-05-23
15644,Neuenburg,16.0,2018-05-23
15645,Freiburg,9.0,2018-05-23
15646,Waadt,9.0,2018-05-23
15647,Genf,4.0,2018-05-23
15648,Appenzell Innerrhoden,,2018-05-23
15649,Nidwalden,,2018-05-23
15650,Tessin,,2018-05-23
15651,Wallis,,2018-05-23
15652,Appenzell Innerrhoden,100.0,2017-07-03
15653,Obwalden,32.0,2017-07-03
15654,Appenzell Ausserrhoden,27.0,2017-07-03
15655,Nidwalden,25.0,2017-07-03
15656,Thurgau,15.0,2017-07-03
15657,Zug,15.0,2017-07-03
15658,Schwyz,14.0,2017-07-03
15659,Graubünden,13.0,2017-07-03
15660,Sankt Gallen,12.0,2017-07-03
15661,Aargau,12.0,2017-07-03
15662,Solothurn,10.0,2017-07-03
15663,Basel-Stadt,9.0,2017-07-03
15664,Basel-Landschaft,8.0,2017-07-03
15665,Zürich,8.0,2017-07-03
15666,Luzern,7.0,2017-07-03
15667,Bern,7.0,2017-07-03
15668,Wallis,4.0,2017-07-03
15669,Freiburg,3.0,2017-07-03
15670,Tessin,2.0,2017-07-03
15671,Genf,2.0,2017-07-03
15672,Waadt,1.0,2017-07-03
15673,Glarus,,2017-07-03
15674,Jura,,2017-07-03
15675,Neuenburg,,2017-07-03
15676,Schaffhausen,,2017-07-03
15677,Uri,,2017-07-03
15678,Appenzell Innerrhoden,100.0,2017-08-17
15679,Uri,37.0,2017-08-17
15680,Appenzell Ausserrhoden,28.0,2017-08-17
15681,Schwyz,25.0,2017-08-17
15682,Jura,18.0,2017-08-17
15683,Zug,18.0,2017-08-17
15684,Thurgau,16.0,2017-08-17
15685,Graubünden,14.0,2017-08-17
15686,Aargau,12.0,2017-08-17
15687,Solothurn,11.0,2017-08-17
15688,Basel-Stadt,10.0,2017-08-17
15689,Sankt Gallen,9.0,2017-08-17
15690,Bern,9.0,2017-08-17
15691,Luzern,8.0,2017-08-17
15692,Zürich,8.0,2017-08-17
15693,Basel-Landschaft,6.0,2017-08-17
15694,Wallis,3.0,2017-08-17
15695,Tessin,3.0,2017-08-17
15696,Genf,2.0,2017-08-17
15697,Freiburg,,2017-08-17
15698,Glarus,,2017-08-17
15699,Neuenburg,,2017-08-17
15700,Nidwalden,,2017-08-17
15701,Obwalden,,2017-08-17
15702,Schaffhausen,,2017-08-17
15703,Waadt,,2017-08-17
15704,Uri,100.0,2016-04-30
15705,Zug,19.0,2016-04-30
15706,Schwyz,17.0,2016-04-30
15707,Sankt Gallen,16.0,2016-04-30
15708,Aargau,13.0,2016-04-30
15709,Bern,11.0,2016-04-30
15710,Thurgau,10.0,2016-04-30
15711,Basel-Stadt,10.0,2016-04-30
15712,Graubünden,9.0,2016-04-30
15713,Solothurn,9.0,2016-04-30
15714,Zürich,9.0,2016-04-30
15715,Basel-Landschaft,8.0,2016-04-30
15716,Luzern,6.0,2016-04-30
15717,Genf,2.0,2016-04-30
15718,Waadt,1.0,2016-04-30
15719,Appenzell Innerrhoden,,2016-04-30
15720,Appenzell Ausserrhoden,,2016-04-30
15721,Freiburg,,2016-04-30
15722,Glarus,,2016-04-30
15723,Jura,,2016-04-30
15724,Neuenburg,,2016-04-30
15725,Nidwalden,,2016-04-30
15726,Obwalden,,2016-04-30
15727,Schaffhausen,,2016-04-30
15728,Tessin,,2016-04-30
15729,Wallis,,2016-04-30
15730,Appenzell Ausserrhoden,100.0,2017-01-13
15731,Nidwalden,61.0,2017-01-13
15732,Schaffhausen,58.0,2017-01-13
15733,Thurgau,44.0,2017-01-13
15734,Luzern,23.0,2017-01-13
15735,Neuenburg,22.0,2017-01-13
15736,Basel-Landschaft,20.0,2017-01-13
15737,Graubünden,15.0,2017-01-13
15738,Sankt Gallen,14.0,2017-01-13
15739,Wallis,12.0,2017-01-13
15740,Zürich,12.0,2017-01-13
15741,Bern,11.0,2017-01-13
15742,Zug,11.0,2017-01-13
15743,Aargau,10.0,2017-01-13
15744,Solothurn,10.0,2017-01-13
15745,Basel-Stadt,8.0,2017-01-13
15746,Freiburg,7.0,2017-01-13
15747,Genf,5.0,2017-01-13
15748,Tessin,5.0,2017-01-13
15749,Waadt,2.0,2017-01-13
15750,Appenzell Innerrhoden,,2017-01-13
15751,Glarus,,2017-01-13
15752,Jura,,2017-01-13
15753,Obwalden,,2017-01-13
15754,Schwyz,,2017-01-13
15755,Uri,,2017-01-13
15756,Appenzell Ausserrhoden,100.0,2015-11-21
15757,Schwyz,68.0,2015-11-21
15758,Graubünden,40.0,2015-11-21
15759,Sankt Gallen,18.0,2015-11-21
15760,Basel-Landschaft,15.0,2015-11-21
15761,Luzern,15.0,2015-11-21
15762,Freiburg,14.0,2015-11-21
15763,Solothurn,12.0,2015-11-21
15764,Wallis,12.0,2015-11-21
15765,Basel-Stadt,10.0,2015-11-21
15766,Zürich,10.0,2015-11-21
15767,Bern,7.0,2015-11-21
15768,Aargau,5.0,2015-11-21
15769,Genf,4.0,2015-11-21
15770,Waadt,3.0,2015-11-21
15771,Appenzell Innerrhoden,,2015-11-21
15772,Glarus,,2015-11-21
15773,Jura,,2015-11-21
15774,Neuenburg,,2015-11-21
15775,Nidwalden,,2015-11-21
15776,Obwalden,,2015-11-21
15777,Schaffhausen,,2015-11-21
15778,Thurgau,,2015-11-21
15779,Tessin,,2015-11-21
15780,Uri,,2015-11-21
15781,Zug,,2015-11-21
15782,Glarus,100.0,2016-08-19
15783,Schaffhausen,83.0,2016-08-19
15784,Aargau,33.0,2016-08-19
15785,Schwyz,21.0,2016-08-19
15786,Thurgau,20.0,2016-08-19
15787,Bern,19.0,2016-08-19
15788,Wallis,17.0,2016-08-19
15789,Graubünden,15.0,2016-08-19
15790,Zürich,15.0,2016-08-19
15791,Luzern,14.0,2016-08-19
15792,Solothurn,14.0,2016-08-19
15793,Neuenburg,12.0,2016-08-19
15794,Basel-Landschaft,12.0,2016-08-19
15795,Basel-Stadt,10.0,2016-08-19
15796,Freiburg,9.0,2016-08-19
15797,Sankt Gallen,8.0,2016-08-19
15798,Tessin,6.0,2016-08-19
15799,Genf,2.0,2016-08-19
15800,Waadt,2.0,2016-08-19
15801,Appenzell Innerrhoden,,2016-08-19
15802,Appenzell Ausserrhoden,,2016-08-19
15803,Jura,,2016-08-19
15804,Nidwalden,,2016-08-19
15805,Obwalden,,2016-08-19
15806,Uri,,2016-08-19
15807,Zug,,2016-08-19
15808,Thurgau,100.0,2016-02-20
15809,Schaffhausen,84.0,2016-02-20
15810,Solothurn,50.0,2016-02-20
15811,Luzern,49.0,2016-02-20
15812,Sankt Gallen,48.0,2016-02-20
15813,Schwyz,47.0,2016-02-20
15814,Basel-Landschaft,44.0,2016-02-20
15815,Graubünden,39.0,2016-02-20
15816,Zug,39.0,2016-02-20
15817,Basel-Stadt,32.0,2016-02-20
15818,Bern,28.0,2016-02-20
15819,Zürich,27.0,2016-02-20
15820,Aargau,16.0,2016-02-20
15821,Genf,5.0,2016-02-20
15822,Waadt,5.0,2016-02-20
15823,Appenzell Innerrhoden,,2016-02-20
15824,Appenzell Ausserrhoden,,2016-02-20
15825,Freiburg,,2016-02-20
15826,Glarus,,2016-02-20
15827,Jura,,2016-02-20
15828,Neuenburg,,2016-02-20
15829,Nidwalden,,2016-02-20
15830,Obwalden,,2016-02-20
15831,Tessin,,2016-02-20
15832,Uri,,2016-02-20
15833,Wallis,,2016-02-20
15834,Appenzell Innerrhoden,100.0,2018-07-04
15835,Uri,48.0,2018-07-04
15836,Schaffhausen,42.0,2018-07-04
15837,Obwalden,36.0,2018-07-04
15838,Nidwalden,35.0,2018-07-04
15839,Basel-Landschaft,33.0,2018-07-04
15840,Thurgau,30.0,2018-07-04
15841,Luzern,25.0,2018-07-04
15842,Sankt Gallen,23.0,2018-07-04
15843,Schwyz,21.0,2018-07-04
15844,Aargau,20.0,2018-07-04
15845,Zürich,17.0,2018-07-04
15846,Zug,13.0,2018-07-04
15847,Bern,12.0,2018-07-04
15848,Wallis,12.0,2018-07-04
15849,Solothurn,11.0,2018-07-04
15850,Tessin,9.0,2018-07-04
15851,Neuenburg,8.0,2018-07-04
15852,Basel-Stadt,7.0,2018-07-04
15853,Graubünden,7.0,2018-07-04
15854,Freiburg,5.0,2018-07-04
15855,Waadt,5.0,2018-07-04
15856,Genf,2.0,2018-07-04
15857,Appenzell Ausserrhoden,,2018-07-04
15858,Glarus,,2018-07-04
15859,Jura,,2018-07-04
15860,Glarus,100.0,2017-05-24
15861,Nidwalden,61.0,2017-05-24
15862,Solothurn,42.0,2017-05-24
15863,Basel-Landschaft,31.0,2017-05-24
15864,Sankt Gallen,25.0,2017-05-24
15865,Thurgau,25.0,2017-05-24
15866,Basel-Stadt,24.0,2017-05-24
15867,Schwyz,20.0,2017-05-24
15868,Wallis,19.0,2017-05-24
15869,Graubünden,18.0,2017-05-24
15870,Zürich,17.0,2017-05-24
15871,Luzern,16.0,2017-05-24
15872,Bern,15.0,2017-05-24
15873,Neuenburg,13.0,2017-05-24
15874,Freiburg,9.0,2017-05-24
15875,Aargau,5.0,2017-05-24
15876,Genf,2.0,2017-05-24
15877,Appenzell Innerrhoden,,2017-05-24
15878,Appenzell Ausserrhoden,,2017-05-24
15879,Jura,,2017-05-24
15880,Obwalden,,2017-05-24
15881,Schaffhausen,,2017-05-24
15882,Tessin,,2017-05-24
15883,Uri,,2017-05-24
15884,Waadt,,2017-05-24
15885,Zug,,2017-05-24
15886,Nidwalden,100.0,2016-09-03
15887,Basel-Landschaft,48.0,2016-09-03
15888,Thurgau,38.0,2016-09-03
15889,Basel-Stadt,31.0,2016-09-03
15890,Aargau,27.0,2016-09-03
15891,Solothurn,25.0,2016-09-03
15892,Graubünden,24.0,2016-09-03
15893,Luzern,20.0,2016-09-03
15894,Sankt Gallen,17.0,2016-09-03
15895,Tessin,17.0,2016-09-03
15896,Zürich,16.0,2016-09-03
15897,Bern,14.0,2016-09-03
15898,Genf,7.0,2016-09-03
15899,Waadt,6.0,2016-09-03
15900,Appenzell Innerrhoden,,2016-09-03
15901,Appenzell Ausserrhoden,,2016-09-03
15902,Freiburg,,2016-09-03
15903,Glarus,,2016-09-03
15904,Jura,,2016-09-03
15905,Neuenburg,,2016-09-03
15906,Obwalden,,2016-09-03
15907,Schaffhausen,,2016-09-03
15908,Schwyz,,2016-09-03
15909,Uri,,2016-09-03
15910,Wallis,,2016-09-03
15911,Zug,,2016-09-03
15912,Uri,100.0,2016-11-29
15913,Appenzell Ausserrhoden,66.0,2016-11-29
15914,Solothurn,39.0,2016-11-29
15915,Schwyz,38.0,2016-11-29
15916,Aargau,29.0,2016-11-29
15917,Sankt Gallen,25.0,2016-11-29
15918,Luzern,25.0,2016-11-29
15919,Graubünden,23.0,2016-11-29
15920,Bern,18.0,2016-11-29
15921,Basel-Landschaft,15.0,2016-11-29
15922,Thurgau,13.0,2016-11-29
15923,Zürich,12.0,2016-11-29
15924,Basel-Stadt,11.0,2016-11-29
15925,Wallis,9.0,2016-11-29
15926,Genf,4.0,2016-11-29
15927,Waadt,4.0,2016-11-29
15928,Appenzell Innerrhoden,,2016-11-29
15929,Freiburg,,2016-11-29
15930,Glarus,,2016-11-29
15931,Jura,,2016-11-29
15932,Neuenburg,,2016-11-29
15933,Nidwalden,,2016-11-29
15934,Obwalden,,2016-11-29
15935,Schaffhausen,,2016-11-29
15936,Tessin,,2016-11-29
15937,Zug,,2016-11-29
15938,Glarus,100.0,2016-06-17
15939,Obwalden,43.0,2016-06-17
15940,Nidwalden,32.0,2016-06-17
15941,Appenzell Ausserrhoden,28.0,2016-06-17
15942,Schaffhausen,17.0,2016-06-17
15943,Basel-Landschaft,14.0,2016-06-17
15944,Luzern,13.0,2016-06-17
15945,Zug,12.0,2016-06-17
15946,Schwyz,10.0,2016-06-17
15947,Aargau,9.0,2016-06-17
15948,Thurgau,8.0,2016-06-17
15949,Solothurn,8.0,2016-06-17
15950,Zürich,7.0,2016-06-17
15951,Bern,7.0,2016-06-17
15952,Graubünden,5.0,2016-06-17
15953,Sankt Gallen,5.0,2016-06-17
15954,Basel-Stadt,5.0,2016-06-17
15955,Freiburg,4.0,2016-06-17
15956,Wallis,4.0,2016-06-17
15957,Waadt,2.0,2016-06-17
15958,Genf,1.0,2016-06-17
15959,Appenzell Innerrhoden,,2016-06-17
15960,Jura,,2016-06-17
15961,Neuenburg,,2016-06-17
15962,Tessin,,2016-06-17
15963,Uri,,2016-06-17
15964,Schaffhausen,100.0,2018-08-10
15965,Uri,95.0,2018-08-10
15966,Schwyz,89.0,2018-08-10
15967,Obwalden,89.0,2018-08-10
15968,Nidwalden,86.0,2018-08-10
15969,Appenzell Ausserrhoden,71.0,2018-08-10
15970,Sankt Gallen,53.0,2018-08-10
15971,Basel-Stadt,50.0,2018-08-10
15972,Luzern,43.0,2018-08-10
15973,Aargau,32.0,2018-08-10
15974,Graubünden,30.0,2018-08-10
15975,Thurgau,30.0,2018-08-10
15976,Zürich,29.0,2018-08-10
15977,Bern,28.0,2018-08-10
15978,Basel-Landschaft,27.0,2018-08-10
15979,Zug,24.0,2018-08-10
15980,Neuenburg,23.0,2018-08-10
15981,Solothurn,21.0,2018-08-10
15982,Wallis,15.0,2018-08-10
15983,Freiburg,13.0,2018-08-10
15984,Tessin,10.0,2018-08-10
15985,Waadt,6.0,2018-08-10
15986,Appenzell Innerrhoden,,2018-08-10
15987,Genf,,2018-08-10
15988,Glarus,,2018-08-10
15989,Jura,,2018-08-10
15990,Obwalden,100.0,2016-11-12
15991,Appenzell Ausserrhoden,87.0,2016-11-12
15992,Graubünden,50.0,2016-11-12
15993,Schaffhausen,39.0,2016-11-12
15994,Zug,37.0,2016-11-12
15995,Thurgau,28.0,2016-11-12
15996,Schwyz,24.0,2016-11-12
15997,Basel-Landschaft,19.0,2016-11-12
15998,Luzern,18.0,2016-11-12
15999,Solothurn,17.0,2016-11-12
16000,Bern,17.0,2016-11-12
16001,Sankt Gallen,13.0,2016-11-12
16002,Zürich,13.0,2016-11-12
16003,Aargau,13.0,2016-11-12
16004,Basel-Stadt,12.0,2016-11-12
16005,Waadt,3.0,2016-11-12
16006,Genf,3.0,2016-11-12
16007,Appenzell Innerrhoden,,2016-11-12
16008,Freiburg,,2016-11-12
16009,Glarus,,2016-11-12
16010,Jura,,2016-11-12
16011,Neuenburg,,2016-11-12
16012,Nidwalden,,2016-11-12
16013,Tessin,,2016-11-12
16014,Uri,,2016-11-12
16015,Wallis,,2016-11-12
16016,Obwalden,100.0,2016-03-01
16017,Schwyz,41.0,2016-03-01
16018,Schaffhausen,40.0,2016-03-01
16019,Luzern,30.0,2016-03-01
16020,Sankt Gallen,23.0,2016-03-01
16021,Aargau,22.0,2016-03-01
16022,Basel-Stadt,18.0,2016-03-01
16023,Zürich,18.0,2016-03-01
16024,Basel-Landschaft,15.0,2016-03-01
16025,Freiburg,15.0,2016-03-01
16026,Graubünden,12.0,2016-03-01
16027,Solothurn,12.0,2016-03-01
16028,Zug,12.0,2016-03-01
16029,Thurgau,12.0,2016-03-01
16030,Neuenburg,10.0,2016-03-01
16031,Bern,10.0,2016-03-01
16032,Waadt,3.0,2016-03-01
16033,Genf,2.0,2016-03-01
16034,Appenzell Innerrhoden,,2016-03-01
16035,Appenzell Ausserrhoden,,2016-03-01
16036,Glarus,,2016-03-01
16037,Jura,,2016-03-01
16038,Nidwalden,,2016-03-01
16039,Tessin,,2016-03-01
16040,Uri,,2016-03-01
16041,Wallis,,2016-03-01
16042,Glarus,100.0,2017-12-21
16043,Appenzell Ausserrhoden,80.0,2017-12-21
16044,Uri,70.0,2017-12-21
16045,Obwalden,64.0,2017-12-21
16046,Schaffhausen,62.0,2017-12-21
16047,Nidwalden,57.0,2017-12-21
16048,Schwyz,47.0,2017-12-21
16049,Aargau,41.0,2017-12-21
16050,Basel-Landschaft,37.0,2017-12-21
16051,Zug,29.0,2017-12-21
16052,Solothurn,26.0,2017-12-21
16053,Thurgau,25.0,2017-12-21
16054,Luzern,24.0,2017-12-21
16055,Graubünden,22.0,2017-12-21
16056,Basel-Stadt,22.0,2017-12-21
16057,Zürich,20.0,2017-12-21
16058,Bern,16.0,2017-12-21
16059,Sankt Gallen,10.0,2017-12-21
16060,Waadt,6.0,2017-12-21
16061,Appenzell Innerrhoden,,2017-12-21
16062,Freiburg,,2017-12-21
16063,Genf,,2017-12-21
16064,Jura,,2017-12-21
16065,Neuenburg,,2017-12-21
16066,Tessin,,2017-12-21
16067,Wallis,,2017-12-21
16068,Obwalden,100.0,2018-02-12
16069,Uri,82.0,2018-02-12
16070,Glarus,74.0,2018-02-12
16071,Basel-Landschaft,58.0,2018-02-12
16072,Solothurn,55.0,2018-02-12
16073,Appenzell Ausserrhoden,55.0,2018-02-12
16074,Sankt Gallen,53.0,2018-02-12
16075,Thurgau,44.0,2018-02-12
16076,Aargau,37.0,2018-02-12
16077,Jura,37.0,2018-02-12
16078,Zug,37.0,2018-02-12
16079,Luzern,34.0,2018-02-12
16080,Zürich,29.0,2018-02-12
16081,Schwyz,28.0,2018-02-12
16082,Bern,22.0,2018-02-12
16083,Graubünden,18.0,2018-02-12
16084,Wallis,16.0,2018-02-12
16085,Basel-Stadt,12.0,2018-02-12
16086,Freiburg,9.0,2018-02-12
16087,Waadt,5.0,2018-02-12
16088,Genf,4.0,2018-02-12
16089,Appenzell Innerrhoden,,2018-02-12
16090,Neuenburg,,2018-02-12
16091,Nidwalden,,2018-02-12
16092,Schaffhausen,,2018-02-12
16093,Tessin,,2018-02-12
16094,Obwalden,100.0,2018-03-08
16095,Glarus,94.0,2018-03-08
16096,Nidwalden,86.0,2018-03-08
16097,Luzern,68.0,2018-03-08
16098,Sankt Gallen,60.0,2018-03-08
16099,Graubünden,59.0,2018-03-08
16100,Basel-Stadt,51.0,2018-03-08
16101,Jura,49.0,2018-03-08
16102,Schaffhausen,48.0,2018-03-08
16103,Bern,48.0,2018-03-08
16104,Basel-Landschaft,44.0,2018-03-08
16105,Aargau,41.0,2018-03-08
16106,Zug,39.0,2018-03-08
16107,Schwyz,37.0,2018-03-08
16108,Zürich,37.0,2018-03-08
16109,Thurgau,29.0,2018-03-08
16110,Solothurn,27.0,2018-03-08
16111,Waadt,14.0,2018-03-08
16112,Freiburg,12.0,2018-03-08
16113,Wallis,10.0,2018-03-08
16114,Genf,4.0,2018-03-08
16115,Appenzell Innerrhoden,,2018-03-08
16116,Appenzell Ausserrhoden,,2018-03-08
16117,Neuenburg,,2018-03-08
16118,Tessin,,2018-03-08
16119,Uri,,2018-03-08
16120,Uri,100.0,2015-09-30
16121,Schaffhausen,34.0,2015-09-30
16122,Thurgau,29.0,2015-09-30
16123,Schwyz,19.0,2015-09-30
16124,Sankt Gallen,19.0,2015-09-30
16125,Basel-Landschaft,19.0,2015-09-30
16126,Basel-Stadt,15.0,2015-09-30
16127,Luzern,12.0,2015-09-30
16128,Graubünden,12.0,2015-09-30
16129,Zug,11.0,2015-09-30
16130,Neuenburg,9.0,2015-09-30
16131,Aargau,9.0,2015-09-30
16132,Zürich,9.0,2015-09-30
16133,Freiburg,9.0,2015-09-30
16134,Bern,5.0,2015-09-30
16135,Genf,3.0,2015-09-30
16136,Waadt,2.0,2015-09-30
16137,Appenzell Innerrhoden,,2015-09-30
16138,Appenzell Ausserrhoden,,2015-09-30
16139,Glarus,,2015-09-30
16140,Jura,,2015-09-30
16141,Nidwalden,,2015-09-30
16142,Obwalden,,2015-09-30
16143,Solothurn,,2015-09-30
16144,Tessin,,2015-09-30
16145,Wallis,,2015-09-30
16146,Glarus,100.0,2017-01-28
16147,Obwalden,62.0,2017-01-28
16148,Nidwalden,43.0,2017-01-28
16149,Thurgau,27.0,2017-01-28
16150,Schaffhausen,23.0,2017-01-28
16151,Aargau,17.0,2017-01-28
16152,Solothurn,15.0,2017-01-28
16153,Zug,14.0,2017-01-28
16154,Bern,12.0,2017-01-28
16155,Sankt Gallen,12.0,2017-01-28
16156,Schwyz,12.0,2017-01-28
16157,Basel-Stadt,10.0,2017-01-28
16158,Luzern,10.0,2017-01-28
16159,Graubünden,10.0,2017-01-28
16160,Zürich,8.0,2017-01-28
16161,Basel-Landschaft,6.0,2017-01-28
16162,Freiburg,5.0,2017-01-28
16163,Wallis,4.0,2017-01-28
16164,Tessin,4.0,2017-01-28
16165,Waadt,2.0,2017-01-28
16166,Appenzell Innerrhoden,,2017-01-28
16167,Appenzell Ausserrhoden,,2017-01-28
16168,Genf,,2017-01-28
16169,Jura,,2017-01-28
16170,Neuenburg,,2017-01-28
16171,Uri,,2017-01-28
16172,Basel-Landschaft,100.0,2018-06-25
16173,Uri,92.0,2018-06-25
16174,Obwalden,77.0,2018-06-25
16175,Luzern,76.0,2018-06-25
16176,Schwyz,72.0,2018-06-25
16177,Graubünden,59.0,2018-06-25
16178,Aargau,54.0,2018-06-25
16179,Sankt Gallen,48.0,2018-06-25
16180,Thurgau,44.0,2018-06-25
16181,Zug,43.0,2018-06-25
16182,Bern,42.0,2018-06-25
16183,Zürich,39.0,2018-06-25
16184,Basel-Stadt,34.0,2018-06-25
16185,Solothurn,21.0,2018-06-25
16186,Waadt,15.0,2018-06-25
16187,Wallis,11.0,2018-06-25
16188,Genf,5.0,2018-06-25
16189,Appenzell Innerrhoden,,2018-06-25
16190,Appenzell Ausserrhoden,,2018-06-25
16191,Freiburg,,2018-06-25
16192,Glarus,,2018-06-25
16193,Jura,,2018-06-25
16194,Neuenburg,,2018-06-25
16195,Nidwalden,,2018-06-25
16196,Schaffhausen,,2018-06-25
16197,Tessin,,2018-06-25
16198,Obwalden,100.0,2016-10-08
16199,Glarus,98.0,2016-10-08
16200,Nidwalden,81.0,2016-10-08
16201,Zug,64.0,2016-10-08
16202,Schwyz,56.0,2016-10-08
16203,Schaffhausen,40.0,2016-10-08
16204,Basel-Landschaft,24.0,2016-10-08
16205,Aargau,24.0,2016-10-08
16206,Luzern,24.0,2016-10-08
16207,Thurgau,19.0,2016-10-08
16208,Basel-Stadt,14.0,2016-10-08
16209,Sankt Gallen,10.0,2016-10-08
16210,Solothurn,9.0,2016-10-08
16211,Zürich,7.0,2016-10-08
16212,Genf,7.0,2016-10-08
16213,Waadt,4.0,2016-10-08
16214,Bern,3.0,2016-10-08
16215,Appenzell Innerrhoden,,2016-10-08
16216,Appenzell Ausserrhoden,,2016-10-08
16217,Freiburg,,2016-10-08
16218,Graubünden,,2016-10-08
16219,Jura,,2016-10-08
16220,Neuenburg,,2016-10-08
16221,Tessin,,2016-10-08
16222,Uri,,2016-10-08
16223,Wallis,,2016-10-08
16224,Appenzell Innerrhoden,100.0,2016-08-22
16225,Schaffhausen,39.0,2016-08-22
16226,Appenzell Ausserrhoden,24.0,2016-08-22
16227,Graubünden,19.0,2016-08-22
16228,Thurgau,17.0,2016-08-22
16229,Luzern,13.0,2016-08-22
16230,Zug,12.0,2016-08-22
16231,Solothurn,10.0,2016-08-22
16232,Basel-Landschaft,9.0,2016-08-22
16233,Bern,9.0,2016-08-22
16234,Aargau,9.0,2016-08-22
16235,Zürich,7.0,2016-08-22
16236,Sankt Gallen,7.0,2016-08-22
16237,Wallis,3.0,2016-08-22
16238,Basel-Stadt,3.0,2016-08-22
16239,Tessin,3.0,2016-08-22
16240,Genf,2.0,2016-08-22
16241,Waadt,1.0,2016-08-22
16242,Freiburg,,2016-08-22
16243,Glarus,,2016-08-22
16244,Jura,,2016-08-22
16245,Neuenburg,,2016-08-22
16246,Nidwalden,,2016-08-22
16247,Obwalden,,2016-08-22
16248,Schwyz,,2016-08-22
16249,Uri,,2016-08-22
16250,Schaffhausen,100.0,2017-04-05
16251,Obwalden,81.0,2017-04-05
16252,Appenzell Ausserrhoden,63.0,2017-04-05
16253,Nidwalden,59.0,2017-04-05
16254,Thurgau,38.0,2017-04-05
16255,Zug,34.0,2017-04-05
16256,Solothurn,32.0,2017-04-05
16257,Basel-Landschaft,31.0,2017-04-05
16258,Aargau,30.0,2017-04-05
16259,Luzern,25.0,2017-04-05
16260,Graubünden,22.0,2017-04-05
16261,Zürich,20.0,2017-04-05
16262,Sankt Gallen,19.0,2017-04-05
16263,Schwyz,17.0,2017-04-05
16264,Bern,13.0,2017-04-05
16265,Basel-Stadt,11.0,2017-04-05
16266,Genf,5.0,2017-04-05
16267,Waadt,2.0,2017-04-05
16268,Appenzell Innerrhoden,,2017-04-05
16269,Freiburg,,2017-04-05
16270,Glarus,,2017-04-05
16271,Jura,,2017-04-05
16272,Neuenburg,,2017-04-05
16273,Tessin,,2017-04-05
16274,Uri,,2017-04-05
16275,Wallis,,2017-04-05
16276,Appenzell Ausserrhoden,100.0,2016-01-26
16277,Nidwalden,85.0,2016-01-26
16278,Schaffhausen,78.0,2016-01-26
16279,Basel-Landschaft,36.0,2016-01-26
16280,Thurgau,35.0,2016-01-26
16281,Bern,33.0,2016-01-26
16282,Aargau,32.0,2016-01-26
16283,Schwyz,29.0,2016-01-26
16284,Solothurn,29.0,2016-01-26
16285,Zürich,28.0,2016-01-26
16286,Basel-Stadt,28.0,2016-01-26
16287,Sankt Gallen,28.0,2016-01-26
16288,Graubünden,25.0,2016-01-26
16289,Luzern,25.0,2016-01-26
16290,Zug,18.0,2016-01-26
16291,Freiburg,12.0,2016-01-26
16292,Wallis,11.0,2016-01-26
16293,Waadt,4.0,2016-01-26
16294,Genf,3.0,2016-01-26
16295,Appenzell Innerrhoden,,2016-01-26
16296,Glarus,,2016-01-26
16297,Jura,,2016-01-26
16298,Neuenburg,,2016-01-26
16299,Obwalden,,2016-01-26
16300,Tessin,,2016-01-26
16301,Uri,,2016-01-26
16302,Obwalden,100.0,2018-05-18
16303,Glarus,52.0,2018-05-18
16304,Uri,50.0,2018-05-18
16305,Nidwalden,44.0,2018-05-18
16306,Graubünden,28.0,2018-05-18
16307,Schaffhausen,25.0,2018-05-18
16308,Aargau,24.0,2018-05-18
16309,Basel-Stadt,24.0,2018-05-18
16310,Zug,21.0,2018-05-18
16311,Sankt Gallen,20.0,2018-05-18
16312,Zürich,19.0,2018-05-18
16313,Thurgau,19.0,2018-05-18
16314,Basel-Landschaft,15.0,2018-05-18
16315,Bern,14.0,2018-05-18
16316,Freiburg,14.0,2018-05-18
16317,Luzern,13.0,2018-05-18
16318,Schwyz,11.0,2018-05-18
16319,Solothurn,10.0,2018-05-18
16320,Wallis,6.0,2018-05-18
16321,Waadt,5.0,2018-05-18
16322,Genf,2.0,2018-05-18
16323,Appenzell Innerrhoden,,2018-05-18
16324,Appenzell Ausserrhoden,,2018-05-18
16325,Jura,,2018-05-18
16326,Neuenburg,,2018-05-18
16327,Tessin,,2018-05-18
16328,Uri,100.0,2015-12-27
16329,Graubünden,19.0,2015-12-27
16330,Zug,18.0,2015-12-27
16331,Schwyz,15.0,2015-12-27
